Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Mar 2024,BEN,12910087,Donga,current,2024-03-01,2024-05-31,1,235059,0.66
Mar 2024,BEN,12910087,Donga,current,2024-03-01,2024-05-31,2,81515,0.23
Mar 2024,BEN,12910087,Donga,current,2024-03-01,2024-05-31,3,38688,0.11
Mar 2024,BEN,12910087,Donga,current,2024-03-01,2024-05-31,4,0,0
Mar 2024,BEN,12910087,Donga,current,2024-03-01,2024-05-31,5,0,0
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,all,355262,1.0
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,3+,47667,0.13
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,1,213938,0.6
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,2,93656,0.26
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,3,47667,0.13
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,BEN,12910087,Donga,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,all,147216,1.0
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,3+,16194,0.11
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,1,94218,0.64
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,2,36804,0.25
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,3,16194,0.11
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,4,0,0
Mar 2024,BEN,12910087,Plateau,current,2024-03-01,2024-05-31,5,0,0
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,all,643501,1.0
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,3+,5848,0.01
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,1,592277,0.92
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,2,45375,0.07
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,3,5848,0.01
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,BEN,12910087,Plateau,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,all,443544,1.0
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,3+,62319,0.14
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,1,278017,0.63
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,2,103208,0.23
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,3,62319,0.14
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,4,0,0
Mar 2024,BEN,12910087,Collines,current,2024-03-01,2024-05-31,5,0,0
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,all,925812,1.0
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,3+,20667,0.02
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,1,819515,0.89
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,2,85631,0.09
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,3,20667,0.02
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,BEN,12910087,Collines,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,BEN,12910087,Alibori,current,2024-03-01,2024-05-31,all,12910087,1.0
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,all,1119349,1.0
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,3+,46112,0.04
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,1,882013,0.79
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,2,191223,0.17
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,3,46112,0.04
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,BEN,12910087,Alibori,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,BEN,12910087,Borgou,current,2024-03-01,2024-05-31,all,12910087,1.0
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,all,1237170,1.0
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,3+,21018,0.02
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,1,1022335,0.83
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,2,193817,0.16
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,3,21018,0.02
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,BEN,12910087,Borgou,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,all,506190,1.0
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,3+,29831,0.06
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,1,395099,0.78
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,2,81260,0.16
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,3,29831,0.06
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Mono,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,all,506190,1.0
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,3+,14052,0.03
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,1,437574,0.86
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,2,54564,0.11
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,3,14052,0.03
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Mono,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,all,1237170,1.0
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,3+,10395,0.01
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,1,1101419,0.89
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,2,125356,0.1
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,3,10395,0.01
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Borgou,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,all,1237170,1.0
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,3+,21018,0.02
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,1,1022335,0.83
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,2,193817,0.16
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,3,21018,0.02
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Borgou,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,all,1119349,1.0
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,3+,28949,0.03
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,1,936020,0.84
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,2,154379,0.14
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,3,28949,0.03
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Alibori,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,all,1119349,1.0
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,3+,46112,0.04
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,1,882013,0.79
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,2,191223,0.17
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,3,46112,0.04
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Alibori,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,all,996504,1.0
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,3+,30060,0.03
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,1,871884,0.87
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,2,94560,0.09
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,3,30060,0.03
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Atacora,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,all,996504,1.0
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,3+,54859,0.06
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,1,793212,0.8
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,2,148433,0.15
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,3,54859,0.06
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Atacora,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,all,355262,1.0
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,3+,27354,0.08
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,1,253260,0.71
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,2,74648,0.21
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,3,27354,0.08
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Donga,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,all,355262,1.0
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,3+,34459,0.1
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,1,235497,0.66
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,2,85306,0.24
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,3,34459,0.1
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Donga,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,all,925812,1.0
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,3+,38335,0.04
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,1,750944,0.81
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,2,136532,0.15
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,3,38335,0.04
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Collines,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,all,925812,1.0
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,3+,21526,0.02
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,1,801248,0.87
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,2,103039,0.11
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,3,21526,0.02
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Collines,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,all,961750,1.0
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,3+,25283,0.03
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,1,800726,0.83
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,2,135741,0.14
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,3,25283,0.03
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Couffo,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,all,961750,1.0
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,3+,14007,0.01
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,1,848878,0.88
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,2,98866,0.1
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,3,14007,0.01
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Couffo,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,all,643501,1.0
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,3+,7200,0.01
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,1,577676,0.9
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,2,58625,0.09
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,3,7200,0.01
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Plateau,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,all,643501,1.0
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,3+,2904,0
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,1,614360,0.95
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,2,26237,0.04
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,3,2904,0
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Plateau,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,all,343387,1.0
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,3+,30736,0.09
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,1,228141,0.66
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,2,84511,0.25
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,3,30736,0.09
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Oueme,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,all,343387,1.0
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,3+,20792,0.06
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,1,270941,0.79
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,2,51654,0.15
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,3,20792,0.06
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Oueme,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,all,595235,1.0
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,3+,7627,0.01
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,1,502341,0.84
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,2,85267,0.14
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,3,7627,0.01
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Atlantique,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,all,595235,1.0
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,3+,1645,0
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,1,536559,0.9
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,2,57031,0.1
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,3,1645,0
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Atlantique,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,all,1098855,1.0
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,3+,20049,0.02
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,1,959905,0.87
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,2,118901,0.11
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,3,20049,0.02
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,BEN,12915002,Zou,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,all,1098855,1.0
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,3+,13401,0.01
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,1,994730,0.91
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,2,90724,0.08
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,3,13401,0.01
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,BEN,12915002,Zou,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,all,523930,1.0
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,3+,38440,0.08
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,1,355882,0.68
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,2,129608,0.25
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,3,34975,0.07
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,4,3464,0.01
Mar 2023,BEN,12915002,Mono,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,all,523930,1.0
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,3+,19410,0.04
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,1,411037,0.78
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,2,93483,0.18
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,3,19410,0.04
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,BEN,12915002,Mono,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,all,807276,1.0
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,3+,19730,0.02
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,1,703303,0.87
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,2,84243,0.1
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,3,19730,0.02
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,BEN,12915002,Donga,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,all,807276,1.0
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,3+,28756,0.04
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,1,672573,0.83
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,2,105947,0.13
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,3,28756,0.04
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,BEN,12915002,Donga,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,all,813496,1.0
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,3+,37019,0.05
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,1,657142,0.81
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,2,119334,0.15
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,3,37019,0.05
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,BEN,12915002,Zou,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,all,813496,1.0
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,3+,11695,0.01
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,1,730559,0.9
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,2,71242,0.09
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,3,11695,0.01
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,BEN,12915002,Zou,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,all,1018338,1.0
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,3+,73800,0.07
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,1,759534,0.75
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,2,185003,0.18
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,3,69896,0.07
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,4,3904,0
Mar 2023,BEN,12915002,Couffo,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,all,1018338,1.0
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,3+,46273,0.05
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,1,846363,0.83
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,2,125703,0.12
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,3,46273,0.05
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,BEN,12915002,Couffo,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,all,907421,1.0
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,3+,38822,0.04
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,1,693287,0.76
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,2,175313,0.19
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,3,38822,0.04
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,BEN,12915002,Plateau,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,all,907421,1.0
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,3+,8395,0.01
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,1,811511,0.89
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,2,87515,0.1
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,3,8395,0.01
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,BEN,12915002,Plateau,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,all,932175,1.0
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,3+,58147,0.06
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,1,715687,0.77
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,2,158341,0.17
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,3,56497,0.06
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,4,1650,0
Mar 2023,BEN,12915002,Collines,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,BEN,12915002,Collines,first projection,2023-06-01,2023-08-31,all,932175,1.0
Mar 2023,BEN,12915002,Collines,first projection,2023-06-01,2023-08-31,3+,24019,0.03
